education,absences,extrovert,prior_sales,recruit,grammar,first,revenue
GED,3,MED,4,FAIR,6,156,300
HS,1,LOW,14,FAIR,7,196,352
HS,1,LOW,0,WEB,8,262,264
HS,2,HIGH,6,FAIR,5,212,385
HS,1,MED,4,WEB,5,288,419
HS,2,HIGH,8,WEB,7,273,564
HS,1,LOW,3,REF,4,292,286
HS,1,MED,6,FAIR,6,197,305
COL,4,LOW,5,REF,3,346,450
HS,3,MED,1,REF,4,186,298
HS,4,HIGH,10,REF,8,145,216
HS,2,MED,0,WEB,3,329,378
GED,4,MED,0,FAIR,1,200,220
HS,2,MED,0,FAIR,2,177,256
HS,3,MED,2,WEB,6,192,307
HS,4,MED,7,WEB,7,176,406
HS,1,HIGH,4,REF,8,240,316
HS,5,HIGH,7,FAIR,6,304,536
COL,5,HIGH,5,WEB,7,300,461
GED,4,MED,0,FAIR,3,248,415
HS,4,LOW,0,FAIR,5,288,277
COL,2,MED,15,WEB,5,208,405
HS,4,MED,6,WEB,9,245,398
HS,4,HIGH,8,FAIR,6,326,354
COL,5,HIGH,6,WEB,6,194,341
HS,3,HIGH,5,WEB,5,270,397
HS,6,MED,0,FAIR,4,227,275
GED,5,HIGH,7,REF,7,185,358
HS,3,MED,3,WEB,2,136,329
COL,4,MED,7,REF,9,178,227
HS,1,HIGH,4,FAIR,8,142,313
HS,2,HIGH,2,WEB,3,240,466
COL,1,MED,4,FAIR,7,325,393
GED,1,LOW,7,WEB,5,283,465
HS,6,MED,0,WEB,2,330,269
HS,3,MED,4,WEB,6,214,408
HS,1,MED,0,REF,2,129,190
GED,4,MED,0,FAIR,7,493,566
HS,2,MED,0,WEB,9,200,341
HS,1,MED,4,FAIR,9,222,431
GED,5,MED,0,WEB,4,332,212
COL,6,LOW,7,WEB,8,178,312
HS,1,HIGH,6,FAIR,6,247,466
HS,1,LOW,5,FAIR,4,286,373
GED,4,HIGH,3,WEB,7,148,346
HS,1,LOW,8,WEB,6,150,368
HS,1,MED,1,REF,7,205,500
HS,2,HIGH,0,WEB,2,253,337
GED,1,MED,7,FAIR,3,282,351
HS,3,MED,8,WEB,4,330,410
COL,5,MED,7,REF,7,374,306
HS,5,HIGH,2,WEB,6,205,617
HS,3,MED,0,FAIR,5,292,355
COL,1,LOW,0,WEB,8,255,369
COL,11,MED,0,FAIR,8,250,227
GED,2,LOW,2,REF,3,172,298
COL,6,HIGH,2,WEB,8,188,452
HS,4,MED,7,WEB,0,243,231
HS,2,HIGH,4,WEB,4,239,373
HS,1,HIGH,5,WEB,2,253,281
HS,6,HIGH,0,WEB,5,313,266
COL,2,MED,3,REF,4,190,467
HS,6,MED,8,REF,5,336,407
HS,1,MED,0,WEB,1,200,251
COL,2,HIGH,6,WEB,8,248,388
HS,6,MED,6,WEB,7,349,244
GED,2,HIGH,3,FAIR,8,142,671
HS,3,LOW,6,FAIR,9,247,356
COL,3,HIGH,5,WEB,9,255,425
HS,4,HIGH,3,FAIR,3,245,354
COL,4,MED,0,WEB,4,146,147
HS,2,MED,11,FAIR,2,264,331
HS,2,MED,4,WEB,8,284,379
HS,2,HIGH,6,FAIR,0,170,231
HS,6,HIGH,3,WEB,7,340,253
HS,4,MED,5,FAIR,3,231,343
COL,1,HIGH,7,WEB,7,176,545
GED,2,HIGH,2,FAIR,3,219,436
HS,4,HIGH,4,FAIR,4,261,315
HS,3,HIGH,4,WEB,5,269,415
HS,3,HIGH,0,FAIR,3,283,351
HS,4,HIGH,4,REF,7,186,223
HS,4,HIGH,3,WEB,6,231,370
GED,2,MED,5,WEB,3,208,352
HS,2,MED,6,WEB,4,269,493
HS,4,MED,2,WEB,7,251,319
GED,4,HIGH,3,FAIR,0,189,331
HS,4,MED,1,FAIR,7,166,254
HS,2,HIGH,4,REF,3,166,430
HS,3,LOW,7,REF,9,213,370
HS,5,MED,3,REF,1,261,316
GED,5,HIGH,4,WEB,7,159,277
HS,0,MED,0,REF,2,170,218
COL,2,MED,3,FAIR,7,287,313
GED,3,MED,5,WEB,4,292,359
GED,3,LOW,2,FAIR,4,160,198
GED,1,MED,6,FAIR,5,160,386
HS,2,MED,0,FAIR,3,228,296
COL,4,MED,13,WEB,4,187,226
GED,2,MED,5,WEB,6,289,401
HS,4,MED,0,REF,6,149,275
HS,1,MED,12,WEB,0,233,314
COL,4,MED,2,WEB,7,221,330
COL,4,LOW,5,REF,9,273,360
HS,3,HIGH,6,WEB,4,241,420
HS,0,MED,8,FAIR,7,111,455
HS,2,HIGH,4,WEB,4,201,323
HS,5,HIGH,3,WEB,7,186,196
HS,2,MED,0,WEB,6,209,355
HS,4,HIGH,8,WEB,5,144,359
GED,2,MED,8,WEB,7,117,365
GED,2,MED,3,WEB,3,202,350
GED,3,MED,4,FAIR,8,161,281
HS,3,MED,6,REF,5,194,399
HS,3,MED,3,FAIR,7,246,306
HS,5,LOW,1,WEB,8,209,331
HS,4,HIGH,4,WEB,2,308,400
COL,6,HIGH,0,WEB,8,270,439
COL,1,MED,8,FAIR,7,237,417
HS,4,LOW,3,FAIR,5,366,312
COL,5,HIGH,3,WEB,8,147,300
HS,5,MED,4,WEB,2,203,231
HS,11,MED,3,REF,1,145,257
COL,6,HIGH,0,WEB,5,209,362
HS,5,LOW,0,WEB,4,141,180
HS,3,LOW,8,REF,6,220,377
COL,3,MED,5,WEB,9,321,452
HS,0,MED,7,WEB,6,137,228
GED,1,LOW,5,FAIR,8,142,315
HS,1,LOW,5,WEB,3,217,356
HS,11,HIGH,4,WEB,3,193,205
HS,1,MED,5,REF,7,329,313
GED,0,MED,0,FAIR,0,294,283
GED,1,MED,0,FAIR,2,275,329
GED,2,MED,0,WEB,6,120,292
HS,2,MED,5,FAIR,1,250,473
HS,2,MED,4,WEB,5,174,273
GED,2,HIGH,0,FAIR,8,265,419
GED,2,HIGH,5,REF,4,138,409
HS,5,MED,0,WEB,2,269,266
HS,2,MED,6,WEB,9,213,381
HS,3,MED,2,REF,5,239,260
HS,4,MED,5,WEB,5,233,471
HS,3,MED,5,WEB,5,275,399
HS,4,HIGH,0,WEB,9,285,264
HS,3,HIGH,0,WEB,6,137,366
HS,3,LOW,3,WEB,3,190,252
COL,3,LOW,5,REF,8,336,462
HS,1,MED,6,WEB,4,214,525
HS,4,MED,0,REF,2,238,231
GED,4,MED,0,WEB,8,240,219
HS,2,MED,0,WEB,9,310,331
GED,3,MED,7,WEB,4,346,215
GED,2,MED,6,FAIR,7,221,296
HS,2,LOW,5,REF,1,216,450
GED,3,MED,4,REF,2,190,405
HS,6,HIGH,4,WEB,8,188,313
COL,4,MED,0,WEB,4,184,180
HS,1,MED,3,WEB,3,204,333
COL,1,MED,3,WEB,8,172,247
HS,5,MED,6,WEB,3,280,552
GED,1,HIGH,5,WEB,7,158,565
HS,1,HIGH,5,WEB,7,178,411
GED,1,MED,7,WEB,7,276,374
HS,2,MED,5,FAIR,6,223,319
GED,1,LOW,0,WEB,8,131,312
HS,0,HIGH,0,WEB,4,306,437
HS,4,MED,5,FAIR,6,255,483
GED,3,HIGH,5,REF,6,124,594
COL,3,MED,0,REF,9,145,441
COL,6,HIGH,3,WEB,6,121,477
HS,1,HIGH,0,FAIR,0,172,288
HS,4,MED,6,FAIR,9,204,404
HS,3,MED,4,FAIR,2,175,270
HS,5,MED,5,WEB,6,325,333
GED,3,MED,6,FAIR,7,337,328
HS,2,MED,2,WEB,7,303,340
COL,4,LOW,0,FAIR,5,187,105
HS,3,MED,5,FAIR,7,213,262
GED,2,MED,6,WEB,2,149,277
GED,0,LOW,5,WEB,6,131,298
HS,4,LOW,5,REF,7,152,108
HS,1,LOW,7,WEB,8,264,421
HS,1,MED,0,WEB,6,223,331
COL,3,MED,4,WEB,3,299,296
HS,2,HIGH,5,FAIR,3,265,445
HS,4,LOW,0,WEB,1,313,121
HS,4,MED,4,WEB,7,270,339
GED,2,LOW,3,REF,5,245,267
HS,7,HIGH,0,FAIR,8,139,499
HS,1,LOW,0,WEB,5,212,189
HS,2,MED,0,WEB,6,224,275
HS,1,MED,7,REF,3,276,452
HS,2,MED,4,REF,3,168,394
HS,1,MED,7,WEB,9,221,287
COL,5,HIGH,7,WEB,3,378,417
HS,1,HIGH,2,WEB,6,278,468
COL,1,HIGH,6,WEB,3,206,338
GED,4,MED,4,WEB,2,152,243
HS,3,MED,2,WEB,7,141,399
HS,2,LOW,0,WEB,6,280,237
HS,1,MED,6,WEB,8,369,514
HS,5,LOW,8,WEB,6,317,394
HS,2,MED,6,FAIR,6,286,371
HS,11,HIGH,2,REF,7,309,307
GED,1,HIGH,0,REF,6,288,484
GED,3,MED,6,FAIR,4,147,551
COL,0,MED,0,FAIR,5,141,389
HS,1,MED,0,FAIR,5,297,308
HS,1,HIGH,3,WEB,7,186,384
HS,1,HIGH,4,FAIR,3,269,586
HS,2,HIGH,8,WEB,9,254,581
COL,1,LOW,9,WEB,3,268,364
GED,2,MED,0,REF,3,182,296
HS,7,HIGH,0,REF,3,207,254
COL,5,LOW,0,WEB,4,194,399
HS,2,HIGH,6,WEB,7,330,439
HS,5,HIGH,8,FAIR,7,203,488
HS,2,LOW,0,WEB,5,290,255
HS,2,MED,3,WEB,6,187,414
HS,1,HIGH,5,FAIR,6,189,279
COL,3,LOW,0,FAIR,0,283,272
GED,6,HIGH,4,WEB,4,258,379
HS,5,MED,0,WEB,7,302,333
HS,2,LOW,6,WEB,7,238,307
HS,2,HIGH,0,FAIR,6,158,427
COL,3,HIGH,2,REF,4,191,276
COL,2,HIGH,5,REF,9,156,416
HS,5,MED,5,WEB,4,196,417
HS,4,MED,3,WEB,8,226,284
GED,2,MED,7,REF,5,131,684
COL,2,HIGH,6,FAIR,8,120,267
HS,2,HIGH,0,REF,5,212,448
HS,2,MED,0,FAIR,5,238,310
HS,1,LOW,8,FAIR,9,290,454
HS,5,MED,6,WEB,8,284,496
COL,1,MED,3,FAIR,8,262,533
COL,3,MED,5,REF,7,211,406
HS,4,MED,5,FAIR,5,283,375
COL,5,LOW,2,FAIR,3,305,223
HS,3,MED,0,WEB,7,151,235
HS,5,LOW,5,REF,8,266,251
COL,1,MED,3,FAIR,5,191,304
HS,3,MED,5,REF,4,280,607
HS,2,LOW,6,WEB,0,205,189
GED,0,HIGH,0,WEB,8,218,409
HS,3,MED,3,WEB,8,160,112
GED,3,MED,4,WEB,7,239,360
HS,3,HIGH,8,REF,7,211,421
GED,5,LOW,4,FAIR,2,189,271
GED,3,MED,0,FAIR,6,205,378
HS,0,HIGH,0,FAIR,4,193,376
GED,4,MED,6,WEB,1,159,290
HS,3,MED,0,REF,6,155,373
GED,2,MED,4,FAIR,8,248,388
HS,5,HIGH,3,WEB,5,161,424
HS,5,HIGH,4,WEB,7,153,410
HS,4,LOW,2,WEB,7,195,258
COL,3,MED,16,WEB,5,196,344
COL,1,MED,3,WEB,8,198,328
GED,3,MED,6,WEB,7,169,357
HS,1,HIGH,0,WEB,0,186,197
GED,3,HIGH,9,FAIR,5,327,420
HS,1,MED,6,FAIR,7,173,339
COL,3,MED,6,WEB,7,137,478
HS,1,HIGH,0,WEB,8,309,507
HS,4,LOW,6,REF,7,264,327
COL,0,MED,5,WEB,3,267,504
HS,4,MED,4,WEB,8,250,444
COL,1,HIGH,8,WEB,4,208,458
HS,6,LOW,0,WEB,7,335,231
GED,3,HIGH,0,WEB,3,234,424
GED,4,MED,4,WEB,2,288,299
GED,1,LOW,4,REF,6,378,262
HS,5,MED,3,WEB,4,259,340
GED,4,LOW,5,REF,4,185,251
HS,3,LOW,7,REF,6,127,405
HS,2,MED,0,WEB,5,300,285
HS,1,LOW,7,WEB,3,247,287
HS,5,MED,4,WEB,6,202,256
HS,2,MED,0,FAIR,5,207,291
HS,2,LOW,0,WEB,5,286,272
HS,5,HIGH,4,FAIR,3,371,363
HS,3,MED,4,WEB,4,174,349
HS,4,MED,4,WEB,5,308,223
GED,4,MED,4,WEB,7,296,437
GED,4,MED,6,WEB,6,188,546
GED,1,MED,0,WEB,6,286,364
HS,5,HIGH,5,FAIR,7,254,304
HS,1,LOW,3,WEB,7,207,231
HS,2,MED,6,FAIR,3,220,330
HS,4,HIGH,3,WEB,2,247,397
HS,2,HIGH,0,WEB,7,207,394
HS,9,MED,0,FAIR,6,262,259
HS,1,LOW,4,FAIR,0,183,166
HS,4,HIGH,0,WEB,7,212,202
HS,4,MED,7,WEB,9,320,447
GED,1,HIGH,6,REF,6,264,400
HS,3,HIGH,0,WEB,9,322,626
GED,2,HIGH,4,WEB,8,258,459
HS,6,MED,7,FAIR,5,341,410
HS,1,HIGH,6,WEB,6,207,336
GED,3,MED,4,WEB,1,186,305
HS,2,MED,6,WEB,6,255,263
GED,5,HIGH,7,WEB,0,273,298
HS,4,MED,3,WEB,8,276,375
HS,1,MED,1,FAIR,4,288,409
HS,2,LOW,6,FAIR,6,234,485
GED,1,HIGH,5,FAIR,5,273,461
HS,1,MED,4,FAIR,5,129,357
GED,2,MED,2,WEB,6,153,370
COL,2,MED,7,WEB,8,201,320
HS,4,LOW,6,FAIR,5,320,326
HS,9,MED,6,FAIR,5,124,272
HS,1,MED,3,WEB,6,139,265
GED,6,HIGH,0,WEB,2,324,260
HS,2,HIGH,4,WEB,1,125,219
HS,5,LOW,8,WEB,5,216,173
HS,2,MED,0,FAIR,3,191,318
HS,4,MED,2,WEB,3,231,203
HS,3,LOW,3,FAIR,2,191,513
GED,4,MED,4,WEB,6,281,489
HS,2,LOW,5,REF,4,131,311
COL,6,MED,7,WEB,6,348,754
HS,1,MED,2,WEB,5,286,287
GED,1,LOW,0,FAIR,5,233,298
HS,2,HIGH,3,WEB,7,163,401
HS,1,MED,5,WEB,3,301,472
GED,3,HIGH,13,WEB,6,163,605
GED,3,HIGH,5,WEB,1,301,267
HS,2,HIGH,6,WEB,7,236,844
HS,1,MED,0,WEB,3,227,289
HS,0,LOW,5,WEB,5,241,251
COL,2,MED,4,FAIR,3,142,382
GED,6,MED,0,WEB,7,306,379
GED,5,MED,3,WEB,2,118,294
HS,1,MED,0,WEB,8,158,282
COL,4,MED,8,REF,8,142,314
HS,3,MED,4,WEB,8,232,344
COL,4,MED,5,FAIR,5,164,362
COL,2,MED,3,WEB,3,144,259
HS,1,MED,6,WEB,6,210,557
HS,2,HIGH,4,WEB,6,199,524
GED,1,LOW,0,WEB,8,138,361
GED,2,MED,0,REF,7,243,557
GED,4,MED,6,WEB,3,234,409
HS,0,MED,4,WEB,5,214,414
HS,3,MED,0,WEB,8,289,309
HS,1,HIGH,3,WEB,3,229,367
HS,4,HIGH,6,WEB,7,127,298
HS,4,MED,2,WEB,7,125,227
HS,2,HIGH,5,WEB,4,184,319
HS,5,MED,6,FAIR,6,201,405
HS,4,HIGH,8,FAIR,4,201,363
HS,1,MED,0,WEB,7,187,392
HS,2,LOW,5,FAIR,7,199,319
GED,4,HIGH,7,WEB,2,142,106
HS,3,HIGH,0,FAIR,2,203,197
GED,2,HIGH,7,WEB,8,151,727
GED,6,HIGH,6,WEB,6,176,423
HS,1,MED,5,WEB,8,247,678
HS,1,MED,4,FAIR,8,254,398
HS,5,MED,5,FAIR,3,219,953
HS,3,LOW,0,WEB,8,301,353
HS,1,HIGH,10,REF,8,147,655
HS,2,HIGH,6,WEB,4,142,274
HS,4,LOW,0,WEB,4,231,226
GED,2,MED,0,REF,8,187,329
HS,4,MED,3,REF,9,212,227
COL,2,MED,4,REF,8,295,357
HS,3,MED,0,FAIR,4,289,324
HS,1,LOW,8,FAIR,5,375,423
GED,2,MED,12,WEB,6,199,441
HS,0,MED,3,WEB,8,247,455
HS,2,LOW,8,WEB,6,164,333
HS,5,HIGH,12,WEB,1,215,204
HS,4,LOW,5,WEB,0,277,253
HS,4,MED,6,WEB,0,205,387
GED,4,MED,0,WEB,2,193,171
COL,3,MED,6,REF,8,216,851
HS,3,MED,5,FAIR,7,231,634
GED,2,HIGH,4,WEB,7,313,499
HS,6,MED,7,WEB,6,306,348
GED,1,HIGH,4,WEB,3,278,365
COL,1,HIGH,7,FAIR,6,170,456
HS,6,MED,5,WEB,6,292,348
HS,2,MED,7,WEB,7,370,486
HS,1,LOW,3,FAIR,4,228,313
HS,2,HIGH,4,FAIR,6,158,760
COL,1,MED,7,WEB,6,267,342
HS,3,MED,10,WEB,7,296,347
GED,6,MED,0,WEB,8,178,349
HS,1,LOW,2,WEB,3,201,254
HS,1,HIGH,4,WEB,5,239,273
HS,3,MED,7,WEB,7,276,803
COL,2,MED,6,WEB,6,273,490
HS,4,HIGH,0,REF,3,237,285
GED,4,LOW,0,WEB,7,167,177
HS,3,HIGH,2,FAIR,2,158,303
HS,5,HIGH,0,FAIR,2,298,372
HS,6,MED,0,WEB,1,276,275
HS,2,HIGH,2,FAIR,8,164,285
HS,1,MED,5,FAIR,6,237,330
COL,0,HIGH,6,WEB,2,195,536
HS,3,MED,7,REF,6,235,339
HS,0,MED,5,WEB,7,247,305
GED,4,MED,3,WEB,8,270,216
HS,6,HIGH,0,WEB,4,360,416
COL,9,LOW,3,FAIR,7,148,155
COL,1,HIGH,6,REF,8,218,429
HS,3,MED,6,WEB,5,201,303
HS,2,MED,4,WEB,1,149,331
HS,3,HIGH,7,WEB,5,157,481
HS,1,HIGH,6,FAIR,0,120,549
HS,6,LOW,5,REF,4,161,189
HS,6,MED,6,REF,1,128,484
HS,6,MED,6,WEB,3,319,371
HS,1,LOW,6,FAIR,7,207,263
HS,4,MED,5,WEB,5,167,294
HS,1,HIGH,4,WEB,2,185,224
HS,6,MED,6,WEB,7,222,166
HS,3,HIGH,8,WEB,8,154,269
HS,3,MED,0,FAIR,2,150,280
HS,3,MED,3,WEB,2,206,177
HS,3,MED,3,REF,8,293,473
HS,1,MED,8,WEB,4,212,335
HS,3,MED,0,REF,9,213,297
HS,3,MED,2,REF,4,265,351
HS,1,MED,3,WEB,6,327,355
HS,4,LOW,4,FAIR,7,244,183
COL,3,LOW,5,WEB,7,148,355
GED,6,LOW,3,WEB,5,110,288
HS,6,MED,7,REF,8,210,798
HS,3,MED,14,FAIR,6,165,409
HS,2,MED,0,REF,6,366,432
HS,3,MED,2,FAIR,6,155,306
HS,2,HIGH,0,FAIR,6,219,373
GED,6,MED,0,FAIR,5,309,356
COL,3,LOW,6,REF,8,234,207
HS,5,MED,0,REF,5,307,387
COL,2,HIGH,4,FAIR,7,129,376
GED,1,HIGH,7,FAIR,4,196,582
HS,4,MED,6,FAIR,5,350,395
HS,5,MED,0,WEB,6,235,258
GED,1,LOW,6,FAIR,7,186,331
HS,2,MED,8,FAIR,4,254,323
GED,2,HIGH,0,WEB,0,263,293
HS,1,MED,0,WEB,4,267,320
GED,2,MED,6,REF,9,192,790
HS,7,LOW,0,WEB,8,249,171
HS,1,MED,4,REF,1,249,243
HS,1,MED,0,WEB,6,204,350
HS,3,MED,0,REF,7,112,420
HS,5,HIGH,5,WEB,5,332,482
HS,3,HIGH,0,WEB,4,183,340
HS,2,LOW,5,WEB,3,224,388
GED,2,LOW,3,REF,6,135,206
GED,5,MED,0,WEB,6,246,331
HS,4,HIGH,4,REF,2,120,224
HS,6,HIGH,7,WEB,4,151,517
COL,1,LOW,6,WEB,9,145,277
HS,2,MED,4,WEB,6,233,333
HS,2,MED,4,REF,6,211,323
HS,1,MED,8,WEB,4,261,413
HS,4,MED,8,WEB,4,245,332
HS,5,LOW,6,WEB,5,116,221
GED,6,MED,6,WEB,1,164,254
HS,1,MED,8,REF,7,387,306
GED,6,MED,5,WEB,5,289,453
HS,3,HIGH,5,FAIR,4,175,319
HS,2,MED,5,WEB,6,272,266
GED,2,HIGH,3,FAIR,6,276,610
HS,4,HIGH,0,FAIR,4,218,320
HS,1,MED,3,WEB,4,196,299
COL,2,HIGH,0,REF,8,133,398
GED,3,HIGH,8,WEB,4,244,924
COL,4,LOW,0,WEB,3,384,236
HS,3,MED,5,FAIR,3,259,341
COL,2,HIGH,6,WEB,8,191,954
HS,5,MED,0,FAIR,6,154,358
GED,3,HIGH,3,FAIR,1,164,262
COL,4,MED,7,FAIR,8,323,398
HS,8,MED,7,WEB,8,332,473
HS,4,HIGH,4,WEB,9,288,492
HS,2,LOW,0,WEB,3,224,256
HS,2,MED,7,FAIR,3,328,406
HS,1,LOW,4,REF,6,303,348
COL,1,HIGH,1,WEB,6,250,358
HS,2,MED,3,WEB,4,203,294
COL,8,HIGH,3,WEB,4,107,262
HS,3,MED,6,WEB,1,199,221
COL,1,MED,0,WEB,6,243,426
HS,4,LOW,4,WEB,6,477,383
HS,3,LOW,7,REF,2,364,401
HS,2,MED,6,FAIR,6,305,440
HS,2,HIGH,0,REF,9,298,395
HS,3,MED,0,WEB,1,261,238
GED,4,LOW,0,WEB,6,376,242
HS,5,MED,0,WEB,6,126,310
HS,2,MED,3,WEB,5,171,437
COL,4,HIGH,8,FAIR,5,251,478
HS,2,HIGH,3,WEB,4,433,326
GED,11,MED,3,WEB,8,282,498
HS,2,MED,4,WEB,4,162,483
HS,1,HIGH,3,FAIR,7,252,454
HS,3,LOW,0,FAIR,3,349,339
HS,4,MED,0,FAIR,7,341,320
HS,3,HIGH,0,WEB,6,243,428
GED,6,MED,11,REF,0,261,248
HS,1,HIGH,3,REF,7,167,216
HS,3,LOW,7,REF,2,305,216
GED,2,HIGH,6,REF,6,260,480
GED,4,HIGH,5,FAIR,5,333,520
GED,6,MED,4,WEB,2,194,248
HS,1,MED,0,WEB,0,156,180
HS,3,HIGH,2,WEB,3,189,572
HS,1,MED,6,FAIR,4,349,395
GED,1,MED,5,WEB,9,208,363
HS,3,MED,0,WEB,7,270,317
HS,4,LOW,2,WEB,6,289,210
HS,0,MED,0,FAIR,8,202,388
HS,4,HIGH,5,WEB,5,191,399
HS,1,LOW,5,FAIR,7,173,519
HS,6,HIGH,0,WEB,6,287,334
GED,1,HIGH,0,WEB,6,270,359
HS,3,LOW,2,WEB,5,161,345
HS,5,MED,5,WEB,7,158,179
HS,6,MED,0,WEB,4,178,262
HS,2,MED,8,REF,3,202,776
GED,1,MED,4,FAIR,6,361,439
HS,2,MED,4,REF,8,130,345
HS,1,MED,5,WEB,3,120,433
GED,4,HIGH,0,WEB,6,223,492
GED,1,MED,8,WEB,2,220,403
HS,1,MED,5,WEB,4,177,327
HS,2,MED,0,WEB,0,172,274
HS,4,MED,13,WEB,4,251,412
HS,2,HIGH,4,WEB,8,309,326
HS,5,MED,7,WEB,5,163,361
HS,4,MED,2,WEB,5,279,323
HS,4,HIGH,0,WEB,4,223,336
GED,4,HIGH,4,WEB,7,284,316
GED,3,HIGH,5,WEB,4,371,764
COL,1,HIGH,0,WEB,9,286,460
HS,0,MED,0,FAIR,5,182,375
HS,2,HIGH,3,WEB,7,276,407
COL,0,MED,5,REF,8,182,520
HS,4,HIGH,7,FAIR,3,157,311
HS,2,LOW,4,WEB,3,309,347
HS,3,LOW,5,WEB,6,234,275
HS,2,MED,5,FAIR,6,263,342
COL,6,MED,5,REF,4,219,444
GED,6,MED,4,WEB,7,188,283
HS,3,HIGH,6,WEB,5,260,366
HS,1,MED,2,WEB,5,195,330
HS,3,HIGH,5,WEB,5,217,446
COL,5,MED,3,WEB,7,189,377
COL,2,HIGH,0,WEB,3,203,348
HS,2,MED,4,FAIR,4,268,349
COL,3,MED,0,REF,9,261,237
COL,1,MED,4,REF,9,300,369
HS,2,HIGH,15,FAIR,3,238,598
HS,1,HIGH,6,WEB,6,154,387
HS,3,MED,3,WEB,7,219,326
HS,4,LOW,0,FAIR,3,199,288
GED,1,HIGH,0,REF,7,346,332
HS,1,MED,7,WEB,3,181,528
HS,2,LOW,6,REF,8,295,467
HS,3,HIGH,3,WEB,7,121,471
HS,3,HIGH,3,FAIR,3,263,311
COL,1,LOW,0,WEB,5,213,299
HS,4,HIGH,2,WEB,5,213,400
HS,2,MED,0,FAIR,7,268,432
HS,3,MED,5,WEB,6,158,212
COL,5,MED,4,WEB,9,201,324
GED,4,LOW,3,WEB,4,180,229
HS,3,MED,5,WEB,5,196,534
COL,4,MED,6,WEB,7,139,322
GED,2,MED,4,WEB,3,365,352
HS,6,MED,6,WEB,8,258,610
COL,3,HIGH,6,FAIR,3,168,686
GED,5,LOW,0,FAIR,5,321,282
HS,4,LOW,7,FAIR,6,166,183
HS,6,MED,2,FAIR,7,263,530
HS,1,MED,6,WEB,5,171,315
HS,1,HIGH,0,WEB,5,157,364
HS,6,MED,5,FAIR,0,173,258
HS,2,HIGH,0,FAIR,4,187,435
HS,2,HIGH,3,WEB,6,381,311
HS,3,HIGH,0,FAIR,7,195,457
HS,4,HIGH,0,REF,8,159,570
GED,5,MED,3,REF,7,290,441
HS,2,HIGH,15,FAIR,5,181,357
HS,4,MED,3,REF,4,174,343
HS,2,HIGH,4,FAIR,5,362,317
COL,3,MED,4,WEB,3,163,419
GED,1,HIGH,5,REF,6,282,311
GED,4,MED,7,WEB,6,206,348
HS,2,LOW,7,WEB,3,323,253
HS,1,HIGH,4,REF,6,288,433
HS,5,MED,2,WEB,6,301,247
GED,5,LOW,4,REF,7,178,177
HS,3,HIGH,6,FAIR,8,205,397
HS,4,HIGH,4,WEB,5,341,717
HS,2,LOW,7,REF,5,189,398
GED,6,MED,6,WEB,1,288,282
HS,5,HIGH,4,WEB,0,287,248
HS,5,MED,0,WEB,5,187,164
COL,4,HIGH,3,WEB,9,206,369
HS,5,HIGH,2,FAIR,4,224,341
HS,1,MED,3,WEB,5,183,353
HS,2,MED,5,FAIR,4,321,277
HS,3,MED,3,WEB,3,255,343
GED,6,HIGH,5,FAIR,7,300,376
COL,1,MED,5,WEB,7,189,299
HS,2,LOW,8,WEB,4,290,306
GED,4,LOW,8,FAIR,7,192,729
HS,2,MED,4,WEB,2,316,213
HS,2,HIGH,3,WEB,0,162,300
HS,5,HIGH,0,REF,7,185,396
COL,5,MED,0,WEB,9,320,490
COL,1,MED,2,REF,8,188,346
COL,2,MED,4,WEB,7,199,269
HS,3,MED,15,WEB,0,198,174
HS,6,MED,5,REF,8,213,475
HS,3,MED,2,WEB,3,172,291
HS,2,MED,2,WEB,4,370,329
HS,0,MED,3,REF,3,234,463
GED,2,MED,0,REF,8,208,380
HS,6,LOW,0,WEB,8,293,340
GED,7,MED,4,WEB,3,176,346
GED,1,MED,0,REF,8,194,391
COL,5,MED,3,WEB,6,235,300
HS,6,MED,4,WEB,5,235,321
HS,1,LOW,8,FAIR,3,214,437
HS,8,HIGH,4,WEB,4,153,254
HS,0,MED,4,REF,6,349,300
HS,4,LOW,0,WEB,2,168,268
HS,6,HIGH,0,WEB,6,143,310
GED,3,LOW,0,FAIR,3,283,248
HS,3,LOW,4,REF,3,305,206
COL,2,HIGH,6,WEB,6,206,575
HS,1,MED,6,FAIR,6,232,343
HS,2,MED,0,WEB,7,234,322
HS,5,HIGH,4,FAIR,8,137,333
GED,5,MED,5,FAIR,6,196,385
HS,2,HIGH,4,WEB,6,279,344
HS,4,MED,8,WEB,2,239,244
HS,3,MED,3,REF,4,316,347
GED,3,MED,5,WEB,7,140,292
HS,5,LOW,7,FAIR,2,345,286
HS,6,MED,3,WEB,2,387,333
HS,1,LOW,0,WEB,3,243,331
HS,1,LOW,8,WEB,7,259,271
COL,3,HIGH,7,WEB,7,148,545
HS,4,HIGH,4,WEB,7,273,255
COL,4,MED,5,WEB,5,111,347
COL,2,LOW,6,FAIR,6,228,349
HS,0,MED,4,REF,3,178,229
GED,4,MED,2,WEB,8,219,246
GED,6,MED,4,WEB,5,246,193
HS,1,MED,0,REF,7,374,431
HS,1,HIGH,4,WEB,8,191,421
HS,5,MED,5,WEB,6,221,445
GED,4,HIGH,7,WEB,1,226,285
GED,3,MED,0,WEB,9,174,268
GED,2,HIGH,3,WEB,8,211,491
HS,5,HIGH,2,FAIR,4,253,528
